Year,Month,"-Romer,NotSeasonallyAdjusted_13-componentIndex_Cb28_Index1909100 ",AlternativeIndex(lessWoolReceipts)_Cb29_Index1909100 ,FederalReserveBoard_NotSeasonallyAdjusted_Cb30_Index1997100 ,FederalReserveBoard_SeasonallyAdjusted_Cb31_Index1997100 
1962,9,,,33.417,32.6
1962,10,,,33.554,32.635
1962,11,,,32.938,32.771
1962,12,,,32.116,32.771
1963,1,,,32.39,33.011
1963,2,,,33.452,33.388
1963,3,,,33.897,33.593
1963,4,,,34.171,33.902
1963,5,,,34.513,34.312
1963,6,,,35.163,34.415
1963,7,,,32.835,34.278
1963,8,,,33.794,34.347
1963,9,,,35.3,34.689
1963,10,,,35.882,34.929
1963,11,,,35.232,35.1
1963,12,,,34.239,35.032
1964,1,,,34.684,35.34
1964,2,,,35.711,35.58
1964,3,,,35.882,35.58
1964,4,,,36.465,36.162
1964,5,,,36.636,36.367
1964,6,,,37.218,36.47
1964,7,,,35.027,36.71
1964,8,,,36.396,36.949
1964,9,,,37.868,37.086
1964,10,,,37.56,36.573
1964,11,,,37.8,37.703
1964,12,,,37.321,38.148
1965,1,,,37.937,38.559
1965,2,,,38.93,38.798
1965,3,,,39.751,39.312
1965,4,,,39.751,39.483
1965,5,,,40.06,39.792
1965,6,,,41.018,40.1
1965,7,,,38.793,40.476
1965,8,,,39.991,40.648
1965,9,,,41.326,40.75
1965,10,,,42.285,41.161
1965,11,,,41.6,41.333
1965,12,,,40.916,41.846
1966,1,,,41.498,42.257
1966,2,,,42.662,42.531
1966,3,,,43.518,43.113
1966,4,,,43.449,43.182
1966,5,,,43.757,43.593
1966,6,,,44.75,43.798
1966,7,,,41.977,44.038
1966,8,,,43.484,44.072
1966,9,,,45.504,44.483
1966,10,,,45.983,44.791
1966,11,,,44.75,44.483
1966,12,,,43.62,44.586
1967,1,,,43.894,44.796
1967,2,,,44.347,44.288
1967,3,,,44.279,44.038
1967,4,,,44.53,44.454
1967,5,,,44.168,44.066
1967,6,,,45.178,44.06
1967,7,,,42.207,43.96
1967,8,,,44.52,44.802
1967,9,,,45.822,44.729
1967,10,,,46.11,45.094
1967,11,,,45.938,45.739
1967,12,,,45.147,46.231
1968,1,,,45.238,46.181
1968,2,,,46.418,46.347
1968,3,,,46.833,46.492
1968,4,,,46.59,46.559
1968,5,,,47.251,47.081
1968,6,,,48.484,47.254
1968,7,,,45.388,47.182
1968,8,,,46.746,47.313
1968,9,,,48.607,47.493
1968,10,,,48.78,47.587
1968,11,,,48.551,48.202
1968,12,,,47.162,48.355
1969,1,,,47.619,48.647
1969,2,,,49.051,48.958
1969,3,,,49.679,49.342
1969,4,,,49.232,49.161
1969,5,,,49.124,48.975
1969,6,,,50.71,49.453
1969,7,,,47.684,49.715
1969,8,,,49.56,49.829
1969,9,,,51.103,49.818
1969,10,,,51.05,49.832
1969,11,,,49.579,49.362
1969,12,,,47.917,49.23
1970,1,,,47.174,48.318
1970,2,,,48.352,48.286
1970,3,,,48.482,48.224
1970,4,,,48.141,48.1
1970,5,,,48.164,48.044
1970,6,,,49.143,47.888
1970,7,,,46.277,48.006
1970,8,,,47.806,47.92
1970,9,,,48.867,47.59
1970,10,,,47.739,46.638
1970,11,,,46.452,46.356
1970,12,,,46.018,47.42
1971,1,,,46.607,47.785
1971,2,,,47.821,47.694
1971,3,,,47.898,47.642
1971,4,,,47.981,47.91
1971,5,,,48.32,48.153
1971,6,,,49.6,48.355
1971,7,,,46.376,48.214
1971,8,,,47.953,47.935
1971,9,,,50.143,48.714
1971,10,,,50.395,49.078
1971,11,,,49.443,49.287
1971,12,,,48.106,49.856
1972,1,,,49.799,51.053
1972,2,,,51.383,51.55
1972,3,,,51.939,51.955
1972,4,,,52.63,52.446
1972,5,,,52.65,52.482
1972,6,,,53.807,52.609
1972,7,,,50.5,52.634
1972,8,,,52.88,53.25
1972,9,,,54.799,53.625
1972,10,,,55.729,54.288
1972,11,,,55.586,54.912
1972,12,,,54.757,55.655
1973,1,,,55.146,56.088
1973,2,,,57.041,56.847
1973,3,,,57.194,56.904
1973,4,,,56.803,56.725
1973,5,,,57.202,57.121
1973,6,,,58.423,57.172
1973,7,,,55.58,57.411
1973,8,,,56.578,57.22
1973,9,,,58.587,57.678
1973,10,,,59.334,58.047
1973,11,,,58.804,58.249
1973,12,,,56.899,58.129
1974,1,,,56.686,57.817
1974,2,,,57.522,57.575
1974,3,,,57.766,57.642
1974,4,,,57.174,57.627
1974,5,,,58.03,57.932
1974,6,,,59.071,57.861
1974,7,,,56.124,57.835
1974,8,,,56.858,57.197
1974,9,,,58.277,57.238
1974,10,,,58.277,56.977
1974,11,,,55.647,55.124
1974,12,,,52.539,53.145
1975,1,,,51.704,52.547
1975,2,,,51.477,51.386
1975,3,,,50.868,50.836
1975,4,,,50.919,50.783
1975,5,,,50.558,50.638
1975,6,,,51.963,51.006
1975,7,,,49.736,51.354
1975,8,,,51.797,51.939
1975,9,,,53.46,52.574
1975,10,,,53.69,52.682
1975,11,,,53.134,52.805
1975,12,,,52.732,53.492
1976,1,,,53.471,54.257
1976,2,,,55.115,54.883
1976,3,,,55.292,54.896
1976,4,,,54.878,55.296
1976,5,,,55.633,55.483
1976,6,,,56.747,55.461
1976,7,,,54.025,55.767
1976,8,,,55.716,56.168
1976,9,,,56.979,56.225
1976,10,,,57.347,56.295
1976,11,,,57.425,57.117
1976,12,,,56.981,57.759
1977,1,,,56.676,57.499
1977,2,,,58.522,58.214
1977,3,,,59.528,58.996
1977,4,,,59.474,59.526
1977,5,,,60.027,59.923
1977,6,,,61.669,60.295
1977,7,,,58.831,60.539
1977,8,,,59.892,60.578
1977,9,,,61.586,60.85
1977,10,,,61.972,60.995
1977,11,,,61.175,61.055
1977,12,,,60.275,61.156
1978,1,,,59.616,60.483
1978,2,,,61.081,60.613
1978,3,,,62.163,61.748
1978,4,,,63.422,62.954
1978,5,,,63.188,63.214
1978,6,,,64.833,63.621
1978,7,,,61.598,63.648
1978,8,,,63.126,63.855
1978,9,,,64.844,63.994
1978,10,,,65.494,64.463
1978,11,,,65.037,64.93
1978,12,,,64.443,65.319
1979,1,,,63.973,65
1979,2,,,65.758,65.293
1979,3,,,66.323,65.482
1979,4,,,64.42,64.902
1979,5,,,65.359,65.378
1979,6,,,66.552,65.33
1979,7,,,63.288,65.137
1979,8,,,64.239,64.651
1979,9,,,65.604,64.72
1979,10,,,65.951,65.032
1979,11,,,65.112,65
1979,12,,,64.398,65.05
1980,1,,,64.563,65.449
1980,2,,,65.841,65.438
1980,3,,,65.948,65.235
1980,4,,,63.673,63.915
1980,5,,,61.957,62.352
1980,6,,,62.267,61.512
1980,7,,,59.416,60.906
1980,8,,,61.256,61.236
1980,9,,,63.118,62.257
1980,10,,,63.675,62.94
1980,11,,,64.095,64.073
1980,12,,,63.931,64.427
1981,1,,,63.568,64.048
1981,2,,,64.31,63.786
1981,3,,,64.826,64.114
1981,4,,,63.489,63.783
1981,5,,,63.832,64.259
1981,6,,,65.337,64.559
1981,7,,,63.504,65.036
1981,8,,,64.907,64.96
1981,9,,,65.027,64.532
1981,10,,,64.665,64.053
1981,11,,,63.306,63.329
1981,12,,,62.286,62.598
1982,1,,,61.413,61.524
1982,2,,,63.302,62.702
1982,3,,,62.831,62.236
1982,4,,,61.283,61.709
1982,5,,,60.639,61.235
1982,6,,,61.647,60.997
1982,7,,,59.463,60.825
1982,8,,,60.388,60.31
1982,9,,,60.689,60.081
1982,10,,,60.028,59.48
1982,11,,,59.172,59.288
1982,12,,,58.299,58.767
1983,1,,,59.761,59.886
1983,2,,,60.195,59.585
1983,3,,,60.612,60.026
1983,4,,,60.624,60.836
1983,5,,,60.7,61.265
1983,6,,,62.36,61.627
1983,7,,,61.168,62.578
1983,8,,,63.278,63.263
1983,9,,,64.999,64.191
1983,10,,,65.23,64.663
1983,11,,,64.607,64.899
1983,12,,,64.501,65.217
1984,1,,,66.635,66.617
1984,2,,,67.482,66.77
1984,3,,,67.955,67.256
1984,4,,,67.439,67.652
1984,5,,,67.361,67.999
1984,6,,,69.007,68.234
1984,7,,,66.812,68.452
1984,8,,,68.571,68.491
1984,9,,,69.206,68.298
1984,10,,,68.747,68.255
1984,11,,,68.136,68.475
1984,12,,,67.638,68.489
1985,1,,,68.304,68.306
1985,2,,,69.439,68.648
1985,3,,,69.19,68.649
1985,4,,,68.111,68.626
1985,5,,,68.03,68.662
1985,6,,,69.5,68.624
1985,7,,,66.721,68.237
1985,8,,,68.718,68.5
1985,9,,,69.734,68.794
1985,10,,,68.962,68.528
1985,11,,,68.352,68.745
1985,12,,,68.66,69.403
1986,1,,,69.875,69.755
1986,2,,,70.073,69.335
1986,3,,,68.994,68.932
1986,4,,,68.811,68.906
1986,5,,,68.228,68.97
1986,6,,,69.708,68.782
1986,7,,,67.494,68.96
1986,8,,,69.389,69.005
1986,9,,,70.174,69.165
1986,10,,,69.897,69.469
1986,11,,,69.307,69.782
1986,12,,,69.474,70.362
1987,1,,,69.978,69.973
1987,2,,,71.704,70.903
1987,3,,,71.638,71.05
1987,4,,,70.718,71.454
1987,5,,,71.231,71.862
1987,6,,,73.392,72.264
1987,7,,,71.098,72.779
1987,8,,,73.782,73.29
1987,9,,,74.267,73.469
1987,10,,,75.056,74.448
1987,11,,,74.358,74.735
1987,12,,,74.049,75.045
1988,1,,,75.062,75.106
1988,2,,,76.009,75.421
1988,3,,,75.925,75.563
1988,4,,,75.206,75.864
1988,5,,,75.13,75.815
1988,6,,,77.105,75.907
1988,7,,,74.444,76.108
1988,8,,,77.054,76.543
1988,9,,,77.403,76.297
1988,10,,,77.36,76.651
1988,11,,,76.464,76.851
1988,12,,,76.097,77.133
1989,1,,,77.037,77.376
1989,2,,,77.458,77.002
1989,3,,,77.019,77.288
1989,4,,,77.192,77.28
1989,5,,,76.018,76.774
1989,6,,,77.922,76.737
1989,7,,,74.148,75.97
1989,8,,,77.342,76.638
1989,9,,,77.561,76.43
1989,10,,,77.102,76.329
1989,11,,,76.211,76.466
1989,12,,,76.271,76.993
1990,1,,,76.324,76.543
1990,2,,,77.524,77.257
1990,3,,,77.891,77.65
1990,4,,,76.304,77.64
1990,5,,,76.95,77.675
1990,6,,,79.227,77.965
1990,7,,,76.29,77.814
1990,8,,,78.813,77.916
1990,9,,,79.397,78.023
1990,10,,,78.394,77.547
1990,11,,,76.337,76.564
1990,12,,,75.228,76.081
1991,1,,,75.708,75.803
1991,2,,,75.452,75.24
1991,3,,,74.558,74.834
1991,4,,,74.673,75.015
1991,5,,,75.033,75.768
1991,6,,,77.674,76.433
1991,7,,,74.884,76.518
1991,8,,,77.587,76.47
1991,9,,,78.39,77.152
1991,10,,,77.85,77.026
1991,11,,,76.476,76.865
1991,12,,,75.445,76.607
1992,1,,,75.828,76.135
1992,2,,,76.977,76.745
1992,3,,,77.695,77.364
1992,4,,,76.8,77.844
1992,5,,,77.358,78.156
1992,6,,,79.248,78.093
1992,7,,,76.846,78.749
1992,8,,,79.567,78.473
1992,9,,,79.762,78.619
1992,10,,,80.088,79.135
1992,11,,,79.383,79.538
1992,12,,,78.887,79.587
1993,1,,,79.542,79.9
1993,2,,,80.413,80.152
1993,3,,,80.673,80.283
1993,4,,,79.396,80.483
1993,5,,,79.321,80.176
1993,6,,,81.501,80.311
1993,7,,,78.889,80.623
1993,8,,,81.742,80.525
1993,9,,,82.309,81.072
1993,10,,,82.359,81.508
1993,11,,,81.672,81.878
1993,12,,,81.457,82.364
1994,1,,,82.446,82.778
1994,2,,,83.104,82.841
1994,3,,,83.943,83.573
1994,4,,,83.05,84.054
1994,5,,,83.514,84.526
1994,6,,,86.377,85.098
1994,7,,,82.957,85.246
1994,8,,,86.901,85.711
1994,9,,,87.523,85.816
1994,10,,,87.409,86.497
1994,11,,,86.808,87.03
1994,12,,,87.119,87.983
1995,1,,,87.663,88.392
1995,2,,,88.689,88.484
1995,3,,,89.145,88.491
1995,4,,,86.692,88.37
1995,5,,,87.408,88.6
1995,6,,,90.416,88.932
1995,7,,,86.478,88.595
1995,8,,,91.104,89.796
1995,9,,,92.112,90.173
1995,10,,,90.89,89.957
1995,11,,,90.225,90.345
1995,12,,,90.043,90.731
1996,1,,,89.46,90.048
1996,2,,,91.412,91.275
1996,3,,,91.686,91.056
1996,4,,,90.543,91.881
1996,5,,,91.246,92.487
1996,6,,,94.932,93.319
1996,7,,,90.815,93.295
1996,8,,,95.261,93.881
1996,9,,,96.656,94.436
1996,10,,,95.566,94.56
1996,11,,,95.273,95.456
1996,12,,,94.899,96.057
1997,1,,,95.483,96.34
1997,2,,,97.57,97.687
1997,3,,,98.058,98.071
1997,4,,,97.869,98.516
1997,5,,,97.631,98.883
1997,6,,,100.843,99.352
1997,7,,,97.449,99.761
1997,8,,,102.198,100.78
1997,9,,,103.988,101.667
1997,10,,,103.74,102.485
1997,11,,,102.831,103.094
1997,12,,,102.342,103.365
1998,1,,,102.461,103.83
1998,2,,,103.777,104.098
1998,3,,,105.032,104.416
1998,4,,,103.164,105.032
1998,5,,,104.418,105.536
1998,6,,,106.613,105.029
1998,7,,,103.275,104.903
1998,8,,,108.682,106.748
1998,9,,,108.839,106.555
1998,10,,,108.925,107.278
1998,11,,,106.456,106.977
1998,12,,,105.825,107.064
1999,1,,,106.654,107.811
1999,2,,,107.659,108.181
1999,3,,,109.333,108.648
1999,4,,,107.46,108.876
1999,5,,,108.299,109.447
1999,6,,,111.782,109.578
1999,7,,,107.676,110.316
1999,8,,,113.043,110.817
1999,9,,,113.078,110.737
1999,10,,,113.238,111.688
1999,11,,,111.577,112.343
1999,12,,,111.768,113.125
2000,1,,,111.939,113.2
2000,2,,,113.177,113.947
2000,3,,,115.084,114.446
2000,4,,,113.641,115.299
2000,5,,,114.43,115.982
2000,6,,,118.535,116.202
2000,7,,,113.238,115.926
2000,8,,,117.86,115.667
2000,9,,,118.691,116.071
2000,10,,,117.065,115.631
2000,11,,,114.884,115.506
2000,12,,,114.478,115.144
2001,1,,,113.483,114.196
2001,2,,,113.094,113.622
2001,3,,,113.909,113.075
2001,4,,,110.13,112.55
2001,5,,,110.761,111.847
2001,6,,,113.375,111.145
2001,7,,,108.469,110.996
2001,8,,,113.26,110.696
2001,9,,,112.456,109.933
2001,10,,,110.793,109.512
2001,11,,,108.109,108.845
2001,12,,,106.905,108.327
2002,1,,,108.028,108.967
2002,2,,,108.696,109.197
2002,3,,,109.704,109.641
2002,4,,,109.341,110.113
2002,5,,,109.644,110.447
2002,6,,,113.19,110.818
2002,7,,,109.235,111.577
2002,8,,,114.017,111.305
2002,9,,,113.877,111.242
2002,10,,,112.089,110.58
2002,11,,,109.663,110.797
2002,12,,,108.093,109.889
2003,1,,,110.004,110.67
2003,2,,,110.338,110.735
2003,3,,,110.489,110.082
2003,4,,,108.348,109.479
2003,5,,,108.792,109.538
2003,6,,,111.532,109.523
2003,7,,,107.686,110.037
